New.ward.code,month,mean_ndvi
E05000231,2013-04,0.3436700085449392
E05000232,2013-04,0.288308736897377
E05000233,2013-04,0.27487997563801186
E05000234,2013-04,0.3032162271507602
E05000235,2013-04,0.26098913081953684
E05000236,2013-04,0.2958308280419808
E05000237,2013-04,0.2794101400930737
E05000238,2013-04,0.3805886380671543
E05000239,2013-04,0.25241547510854623
E05000240,2013-04,0.3074069759247094
E05000241,2013-04,0.5166365520648828
E05000242,2013-04,0.3443897525832643
E05000243,2013-04,0.4276808557236393
E05000244,2013-04,0.3164025869043786
E05000245,2013-04,0.33721721634800855
E05000246,2013-04,0.3792409708449569
E05000247,2013-04,0.2886556555433367
E05000248,2013-04,0.33574339657425056
E05000249,2013-04,0.3227015871729097
E05000250,2013-04,0.2311452255421147
E05000251,2013-04,0.2893803638548032
E05000252,2013-04,0.24388656213641655
E05000253,2013-04,0.38910129835606805
E05000254,2013-04,0.21532354184859728
E05000255,2013-04,0.3003665966674973
E05000256,2013-04,0.20926516792893526
E05000257,2013-04,0.2523540079941765
E05000258,2013-04,0.22122951600919846
E05000259,2013-04,0.3468184225478178
E05000260,2013-04,0.2713366869077278
E05000261,2013-04,0.305382736406394
E05000262,2013-04,0.1891533679408725
E05000263,2013-04,0.22518193219373042
E05000264,2013-04,0.21390596182140784
E05000265,2013-04,0.3767229272151699
E05000266,2013-04,0.5093343049580974
E05000267,2013-04,0.3628862105393371
E05000268,2013-04,0.2866684271447285
E05000269,2013-04,0.4400338546049448
E05000270,2013-04,0.4527369169298569
E05000271,2013-04,0.40618826921578377
E05000272,2013-04,0.49046211670769024
E05000273,2013-04,0.31959863992725546
E05000274,2013-04,0.4428228339749605
E05000275,2013-04,0.2529532948489679
E05000276,2013-04,0.3267373794374783
E05000277,2013-04,0.3496785951350533
E05000278,2013-04,0.3113144487750215
E05000279,2013-04,0.3759615761005987
E05000280,2013-04,0.2829525839965819
E05000281,2013-04,0.34418044530014585
E05000282,2013-04,0.4362260539302503
E05000283,2013-04,0.4205708787139592
E05000284,2013-04,0.38210701999707763
E05000285,2013-04,0.4592425961843146
E05000286,2013-04,0.5173502237949302
E05000287,2013-04,0.4041165837133007
E05000288,2013-04,0.3365840734763945
E05000289,2013-04,0.5510067639249812
E05000290,2013-04,0.5829696452671124
E05000291,2013-04,0.5468525504435033
E05000292,2013-04,0.566041672778565
E05000293,2013-04,0.42902096997297273
E05000294,2013-04,0.41410495893111676
E05000295,2013-04,0.4473286143272765
E05000296,2013-04,0.3524545242249272
E05000297,2013-04,0.534671636465672
E05000298,2013-04,0.5106991822425905
E05000299,2013-04,0.4155574019076275
E05000300,2013-04,0.42232429182582376
E05000301,2013-04,0.4212143473844722
E05000302,2013-04,0.444165795020401
E05000303,2013-04,0.5440970822463522
E05000304,2013-04,0.3558165733768696
E05000305,2013-04,0.42536910723670346
E05000306,2013-04,0.4385805581142103
E05000307,2013-04,0.5171378912174771
E05000308,2013-04,0.5501696827786479
E05000309,2013-04,0.5304441008083548
E05000310,2013-04,0.5285821153683423
E05000311,2013-04,0.4724809451137924
E05000312,2013-04,0.5106591691267798
E05000313,2013-04,0.5566573108557573
E05000314,2013-04,0.46956547802964016
E05000315,2013-04,0.4944701761359274
E05000316,2013-04,0.45007071620831424
E05000317,2013-04,0.5307751510321786
E05000318,2013-04,0.382783750101631
E05000319,2013-04,0.35022874529024406
E05000320,2013-04,0.44657823456392226
E05000321,2013-04,0.3113760311856191
E05000322,2013-04,0.4633302723984679
E05000323,2013-04,0.4543744231368838
E05000324,2013-04,0.46923414229800325
E05000325,2013-04,0.4324492525032309
E05000326,2013-04,0.4868762099816612
E05000327,2013-04,0.4762480187908332
E05000328,2013-04,0.5031969680961731
E05000329,2013-04,0.5210684658567317
E05000330,2013-04,0.5795130279510508
E05000331,2013-04,0.34599919835243637
E05000332,2013-04,0.5314441224993184
E05000333,2013-04,0.57127391026782
E05000334,2013-04,0.4529914758647619
E05000335,2013-04,0.5863030330056525
E05000336,2013-04,0.5189023184155418
E05000337,2013-04,0.43467432883518925
E05000338,2013-04,0.4699048576733933
E05000339,2013-04,0.42253908316601885
E05000340,2013-04,0.5176252136040772
E05000341,2013-04,0.4012029110407988
E05000342,2013-04,0.4831648830893957
E05000343,2013-04,0.5101844312332255
E05000344,2013-04,0.46479931045666995
E05000345,2013-04,0.4891349985688724
E05000346,2013-04,0.44333766263449564
E05000347,2013-04,0.454082640236691
E05000348,2013-04,0.41044014511739807
E05000349,2013-04,0.45490205652495486
E05000350,2013-04,0.4281464652031807
E05000351,2013-04,0.43294034013282584
E05000352,2013-04,0.4991704125385446
E05000353,2013-04,0.478857806612861
E05000354,2013-04,0.4894455155319999
E05000355,2013-04,0.4312868541263028
E05000356,2013-04,0.47164004536056464
E05000357,2013-04,0.43818707442945404
E05000358,2013-04,0.36800619557714737
E05000359,2013-04,0.47183982899523
E05000360,2013-04,0.3771610838397576
E05000361,2013-04,0.3372296328802383
E05000362,2013-04,0.3969455995396593
E05000363,2013-04,0.4994125784743727
E05000364,2013-04,0.4607115749732107
E05000365,2013-04,0.3310531822032382
E05000366,2013-04,0.2984154633831581
E05000367,2013-04,0.19649899482663286
E05000368,2013-04,0.2503832099539092
E05000369,2013-04,0.35880954312007146
E05000370,2013-04,0.21602357131753824
E05000371,2013-04,0.24702982617748412
E05000372,2013-04,0.37771707239999713
E05000373,2013-04,0.27894060976767887
E05000374,2013-04,0.3503105888881971
E05000375,2013-04,0.30558783644048815
E05000376,2013-04,0.30733516818422735
E05000377,2013-04,0.3495156956275202
E05000378,2013-04,0.3513736706393713
E05000379,2013-04,0.26305782957504786
E05000380,2013-04,0.2417969160483992
E05000381,2013-04,0.3125640811224154
E05000382,2013-04,0.2257626479188792
E05000383,2013-04,0.20827357791296125
E05000384,2013-04,0.3210634196361632
E05000385,2013-04,0.22149378077744525
E05000386,2013-04,0.21703472887057254
E05000387,2013-04,0.16181402128965766
E05000388,2013-04,0.19173139362590083
E05000389,2013-04,0.323299129764095
E05000390,2013-04,0.1741215622053581
E05000391,2013-04,0.3288409354051446
E05000392,2013-04,0.2965923723976658
E05000393,2013-04,0.2604691229654121
E05000394,2013-04,0.25479051882031
E05000395,2013-04,0.18972488417829642
E05000396,2013-04,0.3442246035234083
E05000397,2013-04,0.2482301964636948
E05000398,2013-04,0.3040560361340872
E05000399,2013-04,0.21041569137604263
E05000400,2013-04,0.5320583199386308
E05000401,2013-04,0.4808676366936211
E05000402,2013-04,0.4666264083919939
E05000403,2013-04,0.32393571655390624
E05000404,2013-04,0.45905869717296505
E05000405,2013-04,0.4891612224719135
E05000406,2013-04,0.5657342136437359
E05000407,2013-04,0.4739238705727755
E05000408,2013-04,0.33343962442916014
E05000409,2013-04,0.3977169478769361
E05000410,2013-04,0.48454148073809994
E05000411,2013-04,0.494058373383085
E05000412,2013-04,0.42771389789118414
E05000413,2013-04,0.4743499007845074
E05000414,2013-04,0.47828782731249936
E05000415,2013-04,0.428667329694563
E05000416,2013-04,0.1674166758039623
E05000417,2013-04,0.3124074606197051
E05000418,2013-04,0.4135984390397925
E05000419,2013-04,0.3264990588337237
E05000420,2013-04,0.3224029308163712
E05000421,2013-04,0.252020301043729
E05000422,2013-04,0.423181364336986
E05000423,2013-04,0.44239887939526357
E05000424,2013-04,0.36697244561129355
E05000425,2013-04,0.2961337289770228
E05000426,2013-04,0.29362973306354484
E05000427,2013-04,0.26723433275332437
E05000428,2013-04,0.35787332966445246
E05000429,2013-04,0.33121579181105537
E05000430,2013-04,0.3808186709604266
E05000431,2013-04,0.4245303332634349
E05000432,2013-04,0.417022157060692
E05000433,2013-04,0.38679093399092707
E05000434,2013-04,0.4066851423627053
E05000435,2013-04,0.37274043908808296
E05000436,2013-04,0.3228913040101815
E05000437,2013-04,0.5095390659899999
E05000438,2013-04,0.5162682637133146
E05000439,2013-04,0.38209906408661387
E05000440,2013-04,0.40432269701315615
E05000441,2013-04,0.41463253943252804
E05000442,2013-04,0.49247862949047233
E05000443,2013-04,0.24401964342073917
E05000444,2013-04,0.45941931941826486
E05000445,2013-04,0.4736597793842958
E05000446,2013-04,0.47830518275953465
E05000447,2013-04,0.39550359488034975
E05000448,2013-04,0.344927727197765
E05000449,2013-04,0.27775721874957826
E05000450,2013-04,0.412164252945102
E05000451,2013-04,0.40314049566904386
E05000452,2013-04,0.4440389929397122
E05000453,2013-04,0.3871534849872939
