"GSS_CODE","co2","nox","pm10","pm2.5"
"E05000168",0.0156979258480846,2.53675438734555e-05,3.00508408890079e-06,3.19752447206054e-06
"E05000148",0.0172623418690983,2.36268499791788e-05,2.56180460589599e-06,3.25728963729155e-06
"E05000158",0.0126302231010801,1.80517372857345e-05,2.23438533368733e-06,2.63594283750669e-06
"E05000157",0.0063521189349037,1.00331939559297e-05,1.02436471467876e-06,1.47219501247636e-06
"E05000152",0.0100451484218573,1.57711043487326e-05,2.08601066386309e-06,1.68811732006339e-06
"E05000154",0.00752371572635715,1.31400444088454e-05,1.51960593074152e-06,1.55051498627095e-06
"E05000163",0.00852505039875487,1.13579504682056e-05,1.51445780075928e-06,1.55726162498424e-06
"E05000161",0.0162937426631408,2.7036254489599e-05,2.9465335966182e-06,2.68498688056505e-06
"E05000147",0.00992609544163698,1.39310234702071e-05,2.14566486746232e-06,1.95749310364699e-06
"E05000169",0.0113949671814849,1.5711554002465e-05,2.0749086984003e-06,2.26995099600617e-06
"E05000165",0.015908162505726,2.40333727330413e-05,3.12554965478065e-06,3.00834603654738e-06
"E05000166",0.0114540998746282,1.63244420551383e-05,2.0984440934121e-06,2.07965478324686e-06
"E05000164",0.0125755545449986,1.81921973282166e-05,2.27126134155299e-06,2.04653852507407e-06
"E05000146",0.016320713397337,2.61021827533749e-05,3.10570353430924e-06,3.18470761540442e-06
"E05000117",0.00127148389663157,2.98718232087828e-06,4.20595881452731e-07,2.76665688969839e-07
"E05000119",0.00451790822208911,7.90900976380538e-06,1.20317505699898e-06,8.99242581119335e-07
"E05000108",0.00526753942173981,9.8713326028065e-06,1.47582522373882e-06,1.01355629789529e-06
"E05000110",0.00350475920855479,6.87782150631338e-06,1.07319186920542e-06,6.82774050248353e-07
"E05000107",0.00265588484493662,4.44374426485751e-06,6.59007798639535e-07,6.28462774338336e-07
"E05000127",0.00833407187158901,1.31086083824992e-05,1.96670277884521e-06,1.68967112106656e-06
"E05000112",0.0121846864948669,1.84001967472489e-05,2.70446407821527e-06,2.20551520858935e-06
"E05000120",0.00882595475573394,1.44138597556967e-05,2.24218715135496e-06,1.9274456010139e-06
"E05000118",0.00565125175116311,9.52418661987583e-06,1.47208393128954e-06,1.04404055455246e-06
"E05000126",0.00934533449530428,1.18795422493626e-05,1.7234759898326e-06,1.35660502044147e-06
"E05000109",0.0125704027506392,2.21513661204476e-05,2.92841652579434e-06,2.17059302777158e-06
"E05000106",0.00843696922207506,1.25364223982654e-05,1.79912304276816e-06,1.28184370745701e-06
"E05000124",0.00732263462132091,9.16301859876974e-06,1.16013462028559e-06,1.49960704794895e-06
"E05000116",0.0100934929156557,1.75175241691138e-05,2.30880689868363e-06,1.28436362180676e-06
"E05000123",0.0110638112285879,1.60733477558138e-05,2.03371146024393e-06,1.96204125454125e-06
"E05000113",0.0102157816310127,1.50221683778051e-05,2.17481453140123e-06,1.72919673493948e-06
"E05000125",0.00827914664870055,1.26443600626235e-05,1.55771761102752e-06,1.42435901927928e-06
"E05000111",0.00550360216210091,9.30732563909355e-06,1.40791266720557e-06,1.48199755136908e-06
"E05000121",0.00661024119659707,9.3340588162865e-06,1.22404056278065e-06,1.45615038770162e-06
"E05000122",0.0079757999725092,1.22374648991362e-05,1.74986902372405e-06,1.71536036933847e-06
"E05000115",0.00878965959388867,1.36963876569807e-05,1.51009502855364e-06,1.81117221614229e-06
"E05000114",0.00364098194979294,7.6523337096558e-06,9.32053107780451e-07,7.94988831036927e-07
"E05000346",0.00718048822936288,1.63919523291256e-05,2.04329874813313e-06,1.50050573440113e-06
"E05000353",0.0130788936364886,4.07240599029486e-05,3.41825326015283e-06,2.53818144413117e-06
"E05000350",0.0176844228421771,5.89934985606964e-05,4.07386085364509e-06,2.69274667908736e-06
"E05000364",0.0140742182799503,3.28378950824874e-05,2.84693096154371e-06,2.53014244994905e-06
"E05000357",0.0142066822218654,3.51748029137721e-05,4.60932275722278e-06,2.97393966434638e-06
"E05000356",0.0147836452257681,3.06917859438127e-05,3.32330180889377e-06,2.22529420227769e-06
"E05000363",0.0110901196371426,2.56395679063036e-05,3.43925110063722e-06,2.27834579818892e-06
"E05000347",0.0184943931382331,4.64825234898685e-05,7.24247179030316e-06,3.86260901914856e-06
"E05000348",0.0196803333384197,4.00000901819308e-05,5.49148751943591e-06,2.84225182306873e-06
"E05000352",0.00692094024697531,1.26122511243905e-05,1.5976157163286e-06,1.77903257549325e-06
"E05000354",0.0095883872853853,2.79426358289078e-05,2.2049564052813e-06,2.07317640137775e-06
"E05000351",0.0127311528074264,4.37860257903792e-05,3.05926712445321e-06,2.55568148652263e-06
"E05000359",0.0139168657243767,3.10212414471698e-05,1.81223059787099e-06,1.97744225221916e-06
"E05000361",0.0253467707210351,8.23143606090546e-05,3.37129037767694e-06,3.02823451770879e-06
"E05000355",0.0185892498295101,4.08654165179032e-05,4.17104900014975e-06,2.98976494899205e-06
"E05000360",0.0190197569334623,0.000116630823301105,1.88680483724848e-06,2.38355025922936e-06
"E05000362",0.0198221167203613,0.000145177565349239,2.32411601662377e-06,1.95444053001445e-06
"E05000358",0.0238610994053605,7.75766281301589e-05,3.43004596184088e-06,3.20435763059721e-06
"E05000349",0.0185199701753997,3.95726090341925e-05,6.00299985526728e-06,2.89011032353515e-06
"E05000365",0.0254492822557578,5.33497358731354e-05,7.35207284869515e-06,3.92914405918538e-06
"E05000186",0.0139893183768813,2.7863551921583e-05,2.54836943108302e-06,1.85840491003087e-06
"E05000190",0.0141185428663458,3.29323757153925e-05,2.46730485529405e-06,2.39210392312177e-06
"E05000185",0.00937122481453282,2.02756522844182e-05,2.93929924576657e-06,1.54196333541644e-06
"E05000172",0.0155159847177546,3.21267845194794e-05,3.05299840760486e-06,2.59410381260744e-06
"E05000177",0.0133689844132006,2.65542104757683e-05,3.6427024106265e-06,2.65627206487364e-06
"E05000183",0.0101312692825029,1.79429667294696e-05,2.61332701619662e-06,2.15080104952956e-06
"E05000182",0.0157730345808249,1.98798393201624e-05,2.37181073627775e-06,3.14132680489696e-06
"E05000175",0.0204256631311163,7.7434027167307e-05,7.30695753399258e-06,3.46072352009967e-06
"E05000189",0.0175743986621927,3.74837013411568e-05,3.34240358015004e-06,3.20691708330337e-06
"E05000176",0.0135068866614015,2.51724516358732e-05,2.2916084125724e-06,2.4229314079992e-06
"E05000192",0.0180726546693665,3.43008940513392e-05,3.1229386548911e-06,3.64151551061094e-06
"E05000181",0.0134192605872595,2.07858314343461e-05,2.44834572199402e-06,2.71058034177989e-06
"E05000184",0.0110490874709226,2.08266251209522e-05,2.84306452597221e-06,2.16771743436595e-06
"E05000180",0.0130066437746638,2.54826733809798e-05,2.61248655100979e-06,2.3048597815616e-06
"E05000171",0.0166563737588525,3.30661108168149e-05,4.68048847241677e-06,2.80487676629666e-06
"E05000178",0.0134617788940369,2.92225149865089e-05,4.1476368533509e-06,3.10681201324928e-06
"E05000187",0.0116780559635386,2.36735599684979e-05,3.44093754267899e-06,2.41008560600812e-06
"E05000174",0.0178685257402675,3.72821266327525e-05,4.21089479634432e-06,2.76783920602637e-06
"E05000173",0.0172037625908926,3.20336673386368e-05,3.01819934348005e-06,2.62093224939798e-06
"E05000188",0.0194197873921701,3.47196388636843e-05,3.54207308322287e-06,2.76951227544703e-06
"E05000191",0.0199394346330339,2.63046093541118e-05,2.66346943962976e-06,2.69560055746966e-06
"E05000170",0.0210445941922625,4.76427543463017e-05,5.8494680751518e-06,3.4316746256296e-06
"E05000179",0.0255144462497652,5.57564487617265e-05,7.71020833176812e-06,3.54870861846877e-06
"E05000323",0.00365872048628221,9.07434807066796e-06,9.58271164358239e-07,6.84093232139995e-07
"E05000318",0.00477695584596508,1.81112646413586e-05,1.21402836516881e-06,8.035024844213e-07
"E05000321",0.00635515114809701,1.52459523477904e-05,1.8072690697899e-06,1.224249013735e-06
"E05000308",0.00634986358387909,1.00531947634652e-05,1.62570035287411e-06,1.46527965156061e-06
"E05000306",0.00869623288879408,1.71407540245176e-05,2.76057607094603e-06,1.88353674118124e-06
"E05000319",0.0140505195566437,3.33325073816844e-05,4.28657574251224e-06,2.98245848877926e-06
"E05000316",0.00870694727627049,1.48739870832837e-05,2.27064985172259e-06,1.92423963203451e-06
"E05000317",0.00920057392330552,1.59271077529644e-05,2.52155448236857e-06,1.86472798315068e-06
"E05000311",0.00786064725398362,1.07247428080306e-05,1.46061355069685e-06,1.72929281381134e-06
"E05000320",0.00850703032467814,1.11043292101041e-05,1.36040072537921e-06,1.8571573005008e-06
"E05000309",0.0069127976990987,1.0468269072356e-05,1.33610347788822e-06,1.36794523453005e-06
"E05000322",0.0111966528704063,1.97301476465207e-05,2.98084963006926e-06,2.21914097493414e-06
"E05000312",0.00809183246373956,1.92640946917252e-05,2.3762183777195e-06,1.4252544686508e-06
"E05000307",0.010115370803696,2.39635328330257e-05,2.37065556916821e-06,1.55335387120373e-06
"E05000313",0.0026135176731835,4.27552251871152e-06,5.50873169184386e-07,6.22269897894741e-07
"E05000314",0.00673210034956891,1.21066283754576e-05,1.92239658752781e-06,1.42991701278415e-06
"E05000310",0.00999793869412132,2.61218138776135e-05,2.60131270607636e-06,1.54532873600115e-06
"E05000315",0.00947825059268622,1.4416327058958e-05,2.15684081108155e-06,2.02271571954987e-06
"E05000331",0.0441775111719216,0.000141948896573414,6.33118869014393e-06,3.94940031631883e-06
"E05000330",0.00288810987599858,7.55166875370351e-06,5.58205516018707e-07,5.8441415983185e-07
"E05000342",0.0121446785750142,3.20043701474135e-05,2.62268505465274e-06,2.43507050760555e-06
"E05000345",0.0105938833680286,3.5931540796778e-05,1.82395002365075e-06,1.99035376999072e-06
"E05000341",0.0112290973443907,2.26160075920811e-05,2.40072160591415e-06,2.33872211154071e-06
"E05000326",0.0129094491029986,3.46093094345427e-05,2.57918383545392e-06,2.17608700005498e-06
"E05000340",0.0118175892933521,2.58709816139761e-05,3.03608300722255e-06,2.29181414862447e-06
"E05000332",0.00947938690280953,2.10287342156487e-05,2.30366501588921e-06,2.01055107756657e-06
"E05000333",0.00752240933048956,1.73452932702594e-05,2.015660612604e-06,1.35813712072447e-06
"E05000343",0.00668977672086431,1.40328789940774e-05,1.69104535497538e-06,1.29900208284043e-06
"E05000335",0.00628593732409392,1.27859195933939e-05,1.32460974316273e-06,1.01383548506926e-06
"E05000338",0.00830439900854965,1.94268764579364e-05,2.08713574325367e-06,3.39518053495059e-06
"E05000334",0.0106878248404706,1.70588895237552e-05,2.00609086151592e-06,2.58682311880311e-06
"E05000329",0.00891286876510745,1.44142852918625e-05,1.67085264455102e-06,1.91603500064678e-06
"E05000336",0.00840493759355791,1.31403023176355e-05,1.41622939628757e-06,1.57780626927071e-06
"E05000337",0.024286955631507,6.27985338205821e-05,4.31672788668293e-06,3.28757188198809e-06
"E05000325",0.0160138383806418,3.76737085814486e-05,2.11161603267598e-06,2.64474800423446e-06
"E05000328",0.00710481550669776,1.1841909570538e-05,1.01874049035165e-06,1.67099096964458e-06
"E05000339",0.023551525906194,5.48933542973409e-05,2.8316656341438e-06,2.54357955473573e-06
"E05000324",0.0104490638847561,1.75772926798338e-05,1.93829617146378e-06,2.47499378127038e-06
"E05000344",0.0113778050618157,2.11002340933861e-05,2.25359654419959e-06,1.76661186604844e-06
"E05000327",0.0108181918550542,1.49343220695002e-05,1.67720566015701e-06,2.67728998244416e-06
"E05000302",0.0119119263457283,1.56421392432457e-05,2.11959260435647e-06,2.44100062074363e-06
"E05000289",0.0102251136363793,1.69199030912623e-05,2.31437849597273e-06,1.51582037971889e-06
"E05000297",0.00762654280012149,1.0048563798858e-05,1.45337499275148e-06,1.18702224900424e-06
"E05000298",0.0100732497814587,1.12189902020793e-05,1.55125060254933e-06,1.86714183769414e-06
"E05000288",0.02242316107353,3.49127274539675e-05,3.21020989416639e-06,2.68172449254256e-06
"E05000292",0.0119398424822033,2.09811346145222e-05,1.88880467613112e-06,1.83405357712848e-06
"E05000296",0.0257648701898551,5.02723311575317e-05,2.8693155378554e-06,3.00888659975315e-06
"E05000290",0.00677510947159934,1.16509567003078e-05,1.85307899237226e-06,1.25301949136459e-06
"E05000303",0.00669689378443236,1.01825806822426e-05,1.42270790174572e-06,1.00149808382354e-06
